1,19,18
0.5,18,3
0.5,3,13
0.5,18,16
0.5,16,14
0.5,14,13
1,13,12
1,12,11
0.5,11,2
0.5,2,6
0.5,11,9
0.5,9,7
0.5,7,6
1,6,33
1,33,32
0.5,32,5
0.5,5,27
0.5,32,30
0.5,30,28
0.5,28,27
1,27,26
1,26,25
0.5,25,4
0.5,4,20
0.5,25,23
0.5,23,21
0.5,21,20
1,20,19
